IP地址,数据中心,地区,城市,网络延迟
104.16.20.218,SJC,North America,San Jose,232 ms
104.18.169.51,SJC,North America,San Jose,233 ms
104.27.196.24,SJC,North America,San Jose,233 ms
172.67.218.94,SJC,North America,San Jose,233 ms
172.67.165.235,SJC,North America,San Jose,233 ms
104.16.247.179,SJC,North America,San Jose,233 ms
172.67.219.216,SJC,North America,San Jose,233 ms
104.16.177.10,SJC,North America,San Jose,233 ms
104.17.89.93,SJC,North America,San Jose,233 ms
104.17.208.222,SJC,North America,San Jose,233 ms
104.20.242.25,LAX,North America,Los Angeles,233 ms
104.20.237.90,LAX,North America,Los Angeles,233 ms
104.25.113.165,LAX,North America,Los Angeles,233 ms
104.23.104.66,LAX,North America,Los Angeles,233 ms
104.17.24.186,SJC,North America,San Jose,233 ms
104.16.15.142,SJC,North America,San Jose,233 ms
104.19.191.128,SJC,North America,San Jose,233 ms
104.16.74.81,SJC,North America,San Jose,233 ms
104.16.75.153,SJC,North America,San Jose,233 ms
104.17.242.189,SJC,North America,San Jose,233 ms
104.18.200.88,SJC,North America,San Jose,234 ms
104.17.102.231,SJC,North America,San Jose,234 ms
104.16.216.181,SJC,North America,San Jose,234 ms
104.19.209.224,SJC,North America,San Jose,234 ms
104.17.176.252,SJC,North America,San Jose,234 ms
104.21.206.162,SJC,North America,San Jose,234 ms
104.18.110.22,SJC,North America,San Jose,234 ms
104.24.227.35,LAX,North America,Los Angeles,234 ms
104.24.9.102,LAX,North America,Los Angeles,234 ms
104.16.124.197,SJC,North America,San Jose,234 ms
104.20.135.37,LAX,North America,Los Angeles,234 ms
172.67.205.88,SJC,North America,San Jose,234 ms
104.17.93.135,SJC,North America,San Jose,234 ms
104.16.32.31,SJC,North America,San Jose,234 ms
104.24.180.200,LAX,North America,Los Angeles,234 ms
104.17.241.75,SJC,North America,San Jose,234 ms
104.16.37.116,SJC,North America,San Jose,234 ms
104.17.251.130,SJC,North America,San Jose,235 ms
104.16.16.243,SJC,North America,San Jose,235 ms
104.18.118.28,SJC,North America,San Jose,235 ms
104.22.53.209,LAX,North America,Los Angeles,235 ms
104.19.187.91,SJC,North America,San Jose,235 ms
104.18.254.195,SJC,North America,San Jose,235 ms
104.19.170.101,SJC,North America,San Jose,235 ms
104.16.186.197,SJC,North America,San Jose,235 ms
104.18.68.225,SJC,North America,San Jose,235 ms
104.17.119.31,SJC,North America,San Jose,235 ms
104.20.195.217,LAX,North America,Los Angeles,235 ms
104.18.87.183,SJC,North America,San Jose,235 ms
104.17.8.165,SJC,North America,San Jose,235 ms
172.67.185.24,SJC,North America,San Jose,235 ms
104.17.98.184,SJC,North America,San Jose,235 ms
172.67.197.60,SJC,North America,San Jose,235 ms
104.17.224.135,SJC,North America,San Jose,236 ms
104.16.252.38,SJC,North America,San Jose,236 ms
104.16.240.25,SJC,North America,San Jose,236 ms
104.21.69.142,SJC,North America,San Jose,236 ms
104.16.173.248,SJC,North America,San Jose,236 ms
104.16.183.202,SJC,North America,San Jose,236 ms
104.20.167.80,LAX,North America,Los Angeles,236 ms
104.25.168.178,LAX,North America,Los Angeles,236 ms
104.25.159.217,LAX,North America,Los Angeles,236 ms
104.19.173.50,SJC,North America,San Jose,236 ms
104.19.148.198,SJC,North America,San Jose,236 ms
104.24.138.252,LAX,North America,Los Angeles,236 ms
104.16.83.159,SJC,North America,San Jose,236 ms
104.16.43.148,SJC,North America,San Jose,236 ms
104.24.140.186,LAX,North America,Los Angeles,236 ms
104.18.184.38,SJC,North America,San Jose,236 ms
104.25.127.244,LAX,North America,Los Angeles,236 ms
104.17.203.104,SJC,North America,San Jose,236 ms
104.24.132.125,LAX,North America,Los Angeles,236 ms
104.18.187.45,SJC,North America,San Jose,237 ms
104.25.204.67,LAX,North America,Los Angeles,237 ms
104.16.73.97,SJC,North America,San Jose,237 ms
104.16.47.189,SJC,North America,San Jose,237 ms
104.17.184.254,SJC,North America,San Jose,237 ms
104.20.231.43,LAX,North America,Los Angeles,237 ms
172.67.233.233,SJC,North America,San Jose,237 ms
172.67.223.117,SJC,North America,San Jose,237 ms
104.16.34.128,SJC,North America,San Jose,237 ms
104.19.88.252,LAX,North America,Los Angeles,237 ms
104.17.125.123,SJC,North America,San Jose,237 ms
104.16.116.16,SJC,North America,San Jose,237 ms
104.16.198.209,SJC,North America,San Jose,237 ms
104.16.51.185,SJC,North America,San Jose,237 ms
104.16.217.84,SJC,North America,San Jose,237 ms
104.18.220.148,SJC,North America,San Jose,237 ms
104.18.204.37,SJC,North America,San Jose,237 ms
104.16.232.158,SJC,North America,San Jose,237 ms
104.16.2.166,SJC,North America,San Jose,237 ms
104.17.197.35,SJC,North America,San Jose,237 ms
104.16.29.229,SJC,North America,San Jose,237 ms
104.19.232.24,SJC,North America,San Jose,237 ms
104.16.166.117,SJC,North America,San Jose,237 ms
104.24.19.9,LAX,North America,Los Angeles,237 ms
104.18.239.184,SJC,North America,San Jose,237 ms
104.22.55.73,LAX,North America,Los Angeles,238 ms
104.19.75.68,LAX,North America,Los Angeles,238 ms
104.18.126.22,SJC,North America,San Jose,238 ms
104.17.104.226,SJC,North America,San Jose,238 ms
104.19.144.207,SJC,North America,San Jose,238 ms
104.18.146.247,SJC,North America,San Jose,238 ms
104.16.80.100,SJC,North America,San Jose,238 ms
104.21.226.55,SJC,North America,San Jose,238 ms
104.17.25.74,SJC,North America,San Jose,238 ms
104.17.43.54,SJC,North America,San Jose,238 ms
104.17.210.179,SJC,North America,San Jose,238 ms
104.16.91.201,SJC,North America,San Jose,238 ms
104.18.236.92,SJC,North America,San Jose,238 ms
104.17.156.30,SJC,North America,San Jose,238 ms
104.18.190.132,SJC,North America,San Jose,238 ms
104.24.18.151,LAX,North America,Los Angeles,238 ms
104.17.146.72,SJC,North America,San Jose,239 ms
104.19.176.9,SJC,North America,San Jose,239 ms
104.16.134.93,SJC,North America,San Jose,239 ms
104.16.184.168,SJC,North America,San Jose,239 ms
104.16.54.61,SJC,North America,San Jose,239 ms
104.25.203.113,LAX,North America,Los Angeles,239 ms
104.25.31.214,LAX,North America,Los Angeles,239 ms
104.17.45.83,SJC,North America,San Jose,239 ms
104.17.180.207,SJC,North America,San Jose,239 ms
104.17.83.245,SJC,North America,San Jose,239 ms
104.18.232.210,SJC,North America,San Jose,239 ms
104.16.133.22,SJC,North America,San Jose,239 ms
104.17.160.222,SJC,North America,San Jose,239 ms
104.18.130.205,SJC,North America,San Jose,239 ms
104.17.34.180,SJC,North America,San Jose,239 ms
104.18.111.170,SJC,North America,San Jose,239 ms
104.17.86.14,SJC,North America,San Jose,239 ms
104.21.62.200,SJC,North America,San Jose,240 ms
104.16.99.131,SJC,North America,San Jose,240 ms
104.21.5.85,SJC,North America,San Jose,240 ms
104.17.19.205,SJC,North America,San Jose,240 ms
104.17.206.79,SJC,North America,San Jose,240 ms
104.18.124.41,SJC,North America,San Jose,240 ms
104.16.88.8,SJC,North America,San Jose,240 ms
104.16.18.152,SJC,North America,San Jose,240 ms
104.17.9.123,SJC,North America,San Jose,240 ms
104.18.78.221,SJC,North America,San Jose,240 ms
104.17.193.183,SJC,North America,San Jose,240 ms
104.21.64.10,SJC,North America,San Jose,240 ms
172.67.16.73,LAX,North America,Los Angeles,240 ms
104.21.113.83,SJC,North America,San Jose,240 ms
104.19.184.91,SJC,North America,San Jose,240 ms
104.22.27.246,LAX,North America,Los Angeles,240 ms
104.16.81.84,SJC,North America,San Jose,240 ms
104.18.206.119,SJC,North America,San Jose,240 ms
104.21.202.214,SJC,North America,San Jose,240 ms
104.18.69.142,SJC,North America,San Jose,240 ms
104.17.216.42,SJC,North America,San Jose,240 ms
104.18.230.234,SJC,North America,San Jose,240 ms
104.18.140.79,SJC,North America,San Jose,240 ms
172.67.168.246,SJC,North America,San Jose,241 ms
104.18.81.66,SJC,North America,San Jose,241 ms
104.21.196.54,SJC,North America,San Jose,241 ms
104.25.38.82,LAX,North America,Los Angeles,241 ms
104.19.162.2,SJC,North America,San Jose,241 ms
104.17.162.203,SJC,North America,San Jose,241 ms
104.21.123.77,SJC,North America,San Jose,241 ms
104.17.23.34,SJC,North America,San Jose,241 ms
104.16.191.6,SJC,North America,San Jose,241 ms
104.19.181.106,SJC,North America,San Jose,241 ms
104.21.112.81,SJC,North America,San Jose,241 ms
104.16.100.155,SJC,North America,San Jose,241 ms
104.16.28.52,SJC,North America,San Jose,241 ms
104.20.162.118,LAX,North America,Los Angeles,241 ms
104.19.186.252,SJC,North America,San Jose,241 ms
104.17.101.93,SJC,North America,San Jose,241 ms
104.16.113.167,SJC,North America,San Jose,241 ms
104.16.69.44,SJC,North America,San Jose,241 ms
104.16.127.223,SJC,North America,San Jose,241 ms
104.25.205.51,LAX,North America,Los Angeles,241 ms
104.16.42.126,SJC,North America,San Jose,241 ms
104.17.48.99,SJC,North America,San Jose,242 ms
172.67.199.213,SJC,North America,San Jose,242 ms
104.17.239.200,SJC,North America,San Jose,242 ms
104.18.112.224,SJC,North America,San Jose,242 ms
104.18.150.236,SJC,North America,San Jose,242 ms
172.67.192.211,SJC,North America,San Jose,242 ms
104.18.158.197,SJC,North America,San Jose,242 ms
104.18.212.31,SJC,North America,San Jose,242 ms
104.16.228.53,SJC,North America,San Jose,242 ms
104.16.243.231,SJC,North America,San Jose,242 ms
104.16.128.57,SJC,North America,San Jose,242 ms
104.16.25.13,SJC,North America,San Jose,242 ms
104.17.179.99,SJC,North America,San Jose,242 ms
104.21.127.81,SJC,North America,San Jose,242 ms
104.18.176.247,SJC,North America,San Jose,242 ms
104.18.148.151,SJC,North America,San Jose,242 ms
172.67.174.144,SJC,North America,San Jose,242 ms
104.17.107.67,SJC,North America,San Jose,242 ms
172.67.209.146,SJC,North America,San Jose,242 ms
141.101.115.237,SJC,North America,San Jose,243 ms
104.17.38.129,SJC,North America,San Jose,243 ms
104.18.91.250,SJC,North America,San Jose,243 ms
104.16.1.169,SJC,North America,San Jose,243 ms
104.19.115.39,LAX,North America,Los Angeles,243 ms
104.20.95.189,LAX,North America,Los Angeles,243 ms
104.18.117.62,SJC,North America,San Jose,243 ms
104.17.116.107,SJC,North America,San Jose,243 ms
104.17.198.193,SJC,North America,San Jose,243 ms
104.17.139.222,SJC,North America,San Jose,243 ms
104.17.169.7,SJC,North America,San Jose,243 ms
104.16.180.210,SJC,North America,San Jose,243 ms
104.16.96.58,SJC,North America,San Jose,243 ms
104.16.41.173,SJC,North America,San Jose,243 ms
104.17.68.251,SJC,North America,San Jose,243 ms
104.16.70.65,SJC,North America,San Jose,243 ms
104.22.46.116,LAX,North America,Los Angeles,243 ms
104.21.9.96,SJC,North America,San Jose,243 ms
104.18.73.27,SJC,North America,San Jose,243 ms
104.19.248.202,SJC,North America,San Jose,243 ms
104.17.244.20,SJC,North America,San Jose,243 ms
104.22.58.19,LAX,North America,Los Angeles,243 ms
104.19.159.191,SJC,North America,San Jose,243 ms
172.64.81.222,SJC,North America,San Jose,243 ms
104.19.241.211,SJC,North America,San Jose,243 ms
104.23.136.217,SJC,North America,San Jose,243 ms
104.16.153.80,SJC,North America,San Jose,244 ms
104.25.195.171,LAX,North America,Los Angeles,244 ms
104.21.230.225,SJC,North America,San Jose,244 ms
104.17.237.35,SJC,North America,San Jose,244 ms
104.16.189.160,SJC,North America,San Jose,244 ms
104.21.79.141,SJC,North America,San Jose,244 ms
104.19.153.231,SJC,North America,San Jose,244 ms
104.17.240.72,SJC,North America,San Jose,244 ms
104.16.129.194,SJC,North America,San Jose,244 ms
104.18.86.242,SJC,North America,San Jose,244 ms
104.19.237.106,SJC,North America,San Jose,244 ms
104.17.50.101,SJC,North America,San Jose,244 ms
104.21.35.123,SJC,North America,San Jose,244 ms
172.67.224.157,SJC,North America,San Jose,244 ms
104.16.144.142,SJC,North America,San Jose,245 ms
104.21.89.213,SJC,North America,San Jose,245 ms
172.67.193.254,SJC,North America,San Jose,245 ms
104.25.157.215,LAX,North America,Los Angeles,245 ms
172.67.173.102,SJC,North America,San Jose,245 ms
104.16.87.1,SJC,North America,San Jose,245 ms
104.16.164.124,SJC,North America,San Jose,245 ms
104.18.83.164,SJC,North America,San Jose,245 ms
104.20.148.60,LAX,North America,Los Angeles,245 ms
104.21.16.102,SJC,North America,San Jose,245 ms
104.21.50.126,SJC,North America,San Jose,245 ms
104.17.173.8,SJC,North America,San Jose,245 ms
104.21.90.0,SJC,North America,San Jose,245 ms
104.16.165.25,SJC,North America,San Jose,245 ms
104.21.116.49,SJC,North America,San Jose,245 ms
104.25.243.143,LAX,North America,Los Angeles,245 ms
104.18.131.193,SJC,North America,San Jose,246 ms
104.19.245.107,SJC,North America,San Jose,246 ms
104.17.138.59,SJC,North America,San Jose,246 ms
104.16.223.64,SJC,North America,San Jose,246 ms
104.17.31.92,SJC,North America,San Jose,246 ms
104.17.126.59,SJC,North America,San Jose,246 ms
104.21.194.110,SJC,North America,San Jose,246 ms
104.25.34.41,LAX,North America,Los Angeles,246 ms
104.18.96.124,SJC,North America,San Jose,246 ms
104.22.68.141,LAX,North America,Los Angeles,246 ms
104.24.47.72,LAX,North America,Los Angeles,246 ms
104.17.81.158,SJC,North America,San Jose,246 ms
104.18.202.30,SJC,North America,San Jose,246 ms
172.67.144.180,SJC,North America,San Jose,246 ms
104.19.225.154,SJC,North America,San Jose,246 ms
104.17.36.105,SJC,North America,San Jose,246 ms
104.16.14.98,SJC,North America,San Jose,246 ms
104.17.230.96,SJC,North America,San Jose,246 ms
104.16.131.146,SJC,North America,San Jose,246 ms
104.17.59.168,SJC,North America,San Jose,246 ms
104.18.255.232,SJC,North America,San Jose,246 ms
104.19.110.41,LAX,North America,Los Angeles,246 ms
104.17.12.85,SJC,North America,San Jose,247 ms
104.18.203.165,SJC,North America,San Jose,247 ms
104.16.114.166,SJC,North America,San Jose,247 ms
104.16.115.92,SJC,North America,San Jose,247 ms
104.20.71.175,LAX,North America,Los Angeles,247 ms
104.17.108.159,SJC,North America,San Jose,247 ms
104.17.72.242,SJC,North America,San Jose,247 ms
104.17.200.85,SJC,North America,San Jose,247 ms
104.16.231.11,SJC,North America,San Jose,247 ms
198.41.208.216,SJC,North America,San Jose,247 ms
104.17.91.200,SJC,North America,San Jose,247 ms
172.67.167.103,SJC,North America,San Jose,247 ms
104.25.199.67,LAX,North America,Los Angeles,247 ms
104.16.210.220,SJC,North America,San Jose,247 ms
104.21.46.96,SJC,North America,San Jose,247 ms
104.20.219.195,LAX,North America,Los Angeles,247 ms
104.16.163.26,SJC,North America,San Jose,247 ms
104.16.168.23,SJC,North America,San Jose,247 ms
104.16.170.18,SJC,North America,San Jose,247 ms
104.18.98.223,SJC,North America,San Jose,247 ms
104.17.131.186,SJC,North America,San Jose,247 ms
104.22.70.217,LAX,North America,Los Angeles,248 ms
104.16.150.199,SJC,North America,San Jose,248 ms
104.21.192.196,SJC,North America,San Jose,248 ms
172.67.251.88,SJC,North America,San Jose,248 ms
104.21.48.56,SJC,North America,San Jose,248 ms
104.17.6.254,SJC,North America,San Jose,248 ms
172.67.215.233,SJC,North America,San Jose,248 ms
172.67.51.100,LAX,North America,Los Angeles,248 ms
104.21.37.12,SJC,North America,San Jose,248 ms
172.67.201.107,SJC,North America,San Jose,248 ms
104.21.44.125,SJC,North America,San Jose,248 ms
104.17.79.210,SJC,North America,San Jose,248 ms
104.23.133.173,SJC,North America,San Jose,248 ms
104.27.35.57,LAX,North America,Los Angeles,248 ms
104.17.132.144,SJC,North America,San Jose,248 ms
104.18.65.229,SJC,North America,San Jose,248 ms
104.18.139.127,SJC,North America,San Jose,249 ms
104.17.75.185,SJC,North America,San Jose,249 ms
104.19.216.133,SJC,North America,San Jose,249 ms
104.18.210.20,SJC,North America,San Jose,249 ms
104.16.181.161,SJC,North America,San Jose,249 ms
172.67.128.65,SJC,North America,San Jose,249 ms
104.16.71.153,SJC,North America,San Jose,249 ms
104.16.7.225,SJC,North America,San Jose,249 ms
104.16.5.167,SJC,North America,San Jose,249 ms
104.16.23.190,SJC,North America,San Jose,249 ms
104.16.225.243,SJC,North America,San Jose,249 ms
104.16.90.101,SJC,North America,San Jose,249 ms
104.24.212.194,LAX,North America,Los Angeles,249 ms
172.67.135.197,SJC,North America,San Jose,249 ms
172.67.225.253,SJC,North America,San Jose,249 ms
172.67.217.3,SJC,North America,San Jose,249 ms
104.27.207.119,SJC,North America,San Jose,249 ms
104.22.28.192,LAX,North America,Los Angeles,249 ms
104.16.172.172,SJC,North America,San Jose,249 ms
104.21.231.146,SJC,North America,San Jose,249 ms
104.16.206.87,SJC,North America,San Jose,249 ms
104.16.159.160,SJC,North America,San Jose,250 ms
104.19.165.232,SJC,North America,San Jose,250 ms
104.17.234.182,SJC,North America,San Jose,250 ms
172.67.164.196,SJC,North America,San Jose,250 ms
104.18.136.205,SJC,North America,San Jose,250 ms
104.21.195.222,SJC,North America,San Jose,250 ms
104.21.24.84,SJC,North America,San Jose,250 ms
104.21.58.168,SJC,North America,San Jose,250 ms
104.25.72.60,LAX,North America,Los Angeles,250 ms
104.18.178.145,SJC,North America,San Jose,250 ms
172.67.146.92,SJC,North America,San Jose,250 ms
104.20.212.65,LAX,North America,Los Angeles,250 ms
104.16.121.36,SJC,North America,San Jose,250 ms
104.17.231.51,SJC,North America,San Jose,250 ms
104.16.45.246,SJC,North America,San Jose,250 ms
104.17.172.111,SJC,North America,San Jose,250 ms
104.21.7.97,SJC,North America,San Jose,250 ms
104.19.235.94,SJC,North America,San Jose,250 ms
104.16.199.162,SJC,North America,San Jose,251 ms
104.16.219.201,SJC,North America,San Jose,251 ms
104.17.185.210,SJC,North America,San Jose,251 ms
104.16.175.20,SJC,North America,San Jose,251 ms
162.159.60.56,SJC,North America,San Jose,251 ms
104.16.120.103,SJC,North America,San Jose,251 ms
141.101.120.231,SJC,North America,San Jose,251 ms
104.20.205.146,LAX,North America,Los Angeles,251 ms
104.16.60.212,SJC,North America,San Jose,251 ms
104.25.167.107,LAX,North America,Los Angeles,251 ms
104.18.229.10,SJC,North America,San Jose,251 ms
104.19.249.134,SJC,North America,San Jose,251 ms
104.21.66.82,SJC,North America,San Jose,251 ms
104.17.154.179,SJC,North America,San Jose,251 ms
104.16.229.84,SJC,North America,San Jose,251 ms
104.18.90.222,SJC,North America,San Jose,252 ms
104.23.131.1,SJC,North America,San Jose,252 ms
104.20.111.26,LAX,North America,Los Angeles,252 ms
104.16.17.63,SJC,North America,San Jose,252 ms
104.18.76.46,SJC,North America,San Jose,252 ms
141.101.121.98,SJC,North America,San Jose,252 ms
104.16.215.214,SJC,North America,San Jose,252 ms
104.18.114.114,SJC,North America,San Jose,252 ms
104.16.93.100,SJC,North America,San Jose,252 ms
172.67.235.253,SJC,North America,San Jose,252 ms
104.19.208.242,SJC,North America,San Jose,252 ms
104.20.240.14,LAX,North America,Los Angeles,252 ms
104.21.83.36,SJC,North America,San Jose,252 ms
104.16.117.73,SJC,North America,San Jose,252 ms
104.17.142.214,SJC,North America,San Jose,253 ms
104.19.231.103,SJC,North America,San Jose,253 ms
104.19.233.85,SJC,North America,San Jose,253 ms
104.16.61.99,SJC,North America,San Jose,253 ms
104.18.92.232,SJC,North America,San Jose,253 ms
104.18.70.111,SJC,North America,San Jose,253 ms
104.17.196.227,SJC,North America,San Jose,253 ms
104.25.79.211,LAX,North America,Los Angeles,253 ms
104.16.97.68,SJC,North America,San Jose,253 ms
104.21.106.214,SJC,North America,San Jose,253 ms
104.18.223.136,SJC,North America,San Jose,253 ms
104.17.32.62,SJC,North America,San Jose,253 ms
104.20.216.104,LAX,North America,Los Angeles,253 ms
172.67.182.152,SJC,North America,San Jose,253 ms
104.17.143.155,SJC,North America,San Jose,253 ms
172.67.207.252,SJC,North America,San Jose,253 ms
104.21.88.15,SJC,North America,San Jose,253 ms
104.16.195.1,SJC,North America,San Jose,253 ms
104.16.208.156,SJC,North America,San Jose,254 ms
104.17.78.240,SJC,North America,San Jose,254 ms
104.17.194.23,SJC,North America,San Jose,254 ms
104.18.95.26,SJC,North America,San Jose,254 ms
104.16.111.29,SJC,North America,San Jose,254 ms
172.67.172.217,SJC,North America,San Jose,254 ms
104.18.116.173,SJC,North America,San Jose,254 ms
104.17.215.14,SJC,North America,San Jose,254 ms
104.23.109.64,LAX,North America,Los Angeles,254 ms
104.16.26.151,SJC,North America,San Jose,254 ms
172.67.179.81,SJC,North America,San Jose,254 ms
104.20.57.14,LAX,North America,Los Angeles,254 ms
104.20.143.55,LAX,North America,Los Angeles,254 ms
104.21.199.210,SJC,North America,San Jose,254 ms
104.20.53.73,LAX,North America,Los Angeles,254 ms
172.67.211.54,SJC,North America,San Jose,254 ms
104.27.193.77,SJC,North America,San Jose,254 ms
190.93.245.16,SJC,North America,San Jose,254 ms
104.19.160.249,SJC,North America,San Jose,254 ms
104.17.16.196,SJC,North America,San Jose,254 ms
104.16.67.136,SJC,North America,San Jose,254 ms
104.21.108.149,SJC,North America,San Jose,254 ms
104.16.241.106,SJC,North America,San Jose,254 ms
104.17.26.0,SJC,North America,San Jose,254 ms
104.17.110.88,SJC,North America,San Jose,254 ms
104.19.236.231,SJC,North America,San Jose,254 ms
104.17.141.116,SJC,North America,San Jose,254 ms
104.17.114.72,SJC,North America,San Jose,254 ms
104.18.144.166,SJC,North America,San Jose,255 ms
104.17.123.88,SJC,North America,San Jose,255 ms
104.16.123.183,SJC,North America,San Jose,255 ms
104.16.119.223,SJC,North America,San Jose,255 ms
104.21.238.202,SJC,North America,San Jose,255 ms
104.17.69.89,SJC,North America,San Jose,255 ms
104.16.102.110,SJC,North America,San Jose,255 ms
172.67.161.2,SJC,North America,San Jose,255 ms
104.18.214.2,SJC,North America,San Jose,255 ms
104.25.177.90,LAX,North America,Los Angeles,255 ms
104.17.235.22,SJC,North America,San Jose,255 ms
104.16.24.137,SJC,North America,San Jose,255 ms
104.21.227.206,SJC,North America,San Jose,255 ms
104.17.121.17,SJC,North America,San Jose,255 ms
104.16.101.202,SJC,North America,San Jose,255 ms
104.17.250.93,SJC,North America,San Jose,255 ms
104.18.119.113,SJC,North America,San Jose,255 ms
104.17.20.72,SJC,North America,San Jose,255 ms
104.21.228.40,SJC,North America,San Jose,256 ms
104.17.127.140,SJC,North America,San Jose,256 ms
104.21.47.134,SJC,North America,San Jose,256 ms
104.16.59.69,SJC,North America,San Jose,256 ms
104.16.63.81,SJC,North America,San Jose,256 ms
104.17.187.206,SJC,North America,San Jose,256 ms
104.16.44.32,SJC,North America,San Jose,256 ms
104.16.221.75,SJC,North America,San Jose,256 ms
172.64.84.101,SJC,North America,San Jose,256 ms
104.27.200.62,SJC,North America,San Jose,256 ms
104.24.88.170,LAX,North America,Los Angeles,256 ms
104.19.99.11,LAX,North America,Los Angeles,256 ms
104.16.179.127,SJC,North America,San Jose,256 ms
104.21.54.37,SJC,North America,San Jose,256 ms
104.17.111.155,SJC,North America,San Jose,256 ms
104.19.149.130,SJC,North America,San Jose,256 ms
104.21.219.16,SJC,North America,San Jose,257 ms
104.19.151.215,SJC,North America,San Jose,257 ms
104.18.138.165,SJC,North America,San Jose,257 ms
104.16.49.26,SJC,North America,San Jose,257 ms
104.17.95.160,SJC,North America,San Jose,257 ms
104.21.87.1,SJC,North America,San Jose,257 ms
104.18.104.22,SJC,North America,San Jose,257 ms
104.20.230.1,LAX,North America,Los Angeles,257 ms
104.18.106.99,SJC,North America,San Jose,257 ms
172.67.236.209,SJC,North America,San Jose,257 ms
104.18.94.14,SJC,North America,San Jose,257 ms
104.17.252.164,SJC,North America,San Jose,257 ms
104.27.29.230,LAX,North America,Los Angeles,257 ms
104.25.179.54,LAX,North America,Los Angeles,257 ms
104.27.195.13,SJC,North America,San Jose,257 ms
104.16.108.61,SJC,North America,San Jose,258 ms
104.16.9.102,SJC,North America,San Jose,258 ms
104.17.233.208,SJC,North America,San Jose,258 ms
104.17.39.247,SJC,North America,San Jose,258 ms
172.67.147.118,SJC,North America,San Jose,258 ms
104.17.190.81,SJC,North America,San Jose,258 ms
172.67.129.103,SJC,North America,San Jose,258 ms
104.27.201.226,SJC,North America,San Jose,258 ms
104.17.178.228,SJC,North America,San Jose,258 ms
172.67.242.79,SJC,North America,San Jose,258 ms
104.19.211.30,SJC,North America,San Jose,258 ms
172.67.95.217,LAX,North America,Los Angeles,258 ms
104.17.212.173,SJC,North America,San Jose,258 ms
190.93.247.219,SJC,North America,San Jose,258 ms
104.19.226.217,SJC,North America,San Jose,258 ms
104.17.158.7,SJC,North America,San Jose,258 ms
104.25.158.75,LAX,North America,Los Angeles,258 ms
104.19.210.30,SJC,North America,San Jose,258 ms
104.17.112.134,SJC,North America,San Jose,258 ms
104.25.169.124,LAX,North America,Los Angeles,258 ms
172.67.200.231,SJC,North America,San Jose,259 ms
172.67.169.63,SJC,North America,San Jose,259 ms
104.19.161.30,SJC,North America,San Jose,259 ms
104.18.224.139,SJC,North America,San Jose,259 ms
104.18.107.146,SJC,North America,San Jose,259 ms
104.27.198.170,SJC,North America,San Jose,259 ms
104.19.182.37,SJC,North America,San Jose,259 ms
104.17.222.42,SJC,North America,San Jose,259 ms
104.19.253.100,SJC,North America,San Jose,259 ms
104.21.109.114,SJC,North America,San Jose,259 ms
104.21.99.154,SJC,North America,San Jose,259 ms
104.25.28.107,SJC,North America,San Jose,259 ms
104.25.51.185,LAX,North America,Los Angeles,259 ms
104.20.69.251,LAX,North America,Los Angeles,259 ms
172.67.220.80,SJC,North America,San Jose,260 ms
172.67.187.61,SJC,North America,San Jose,260 ms
104.16.197.24,SJC,North America,San Jose,260 ms
104.18.215.41,SJC,North America,San Jose,260 ms
104.21.72.101,SJC,North America,San Jose,260 ms
104.21.42.31,SJC,North America,San Jose,260 ms
104.21.221.9,SJC,North America,San Jose,260 ms
104.18.177.79,SJC,North America,San Jose,260 ms
104.19.221.96,SJC,North America,San Jose,260 ms
104.24.28.49,LAX,North America,Los Angeles,260 ms
172.67.241.244,SJC,North America,San Jose,260 ms
104.25.83.71,LAX,North America,Los Angeles,260 ms
104.16.214.98,SJC,North America,San Jose,260 ms
104.18.125.117,SJC,North America,San Jose,260 ms
104.25.128.196,LAX,North America,Los Angeles,260 ms
104.21.21.193,SJC,North America,San Jose,260 ms
104.16.135.44,SJC,North America,San Jose,260 ms
104.16.152.199,SJC,North America,San Jose,260 ms
104.21.78.250,SJC,North America,San Jose,260 ms
104.25.140.53,LAX,North America,Los Angeles,260 ms
104.17.136.100,SJC,North America,San Jose,260 ms
104.21.209.254,SJC,North America,San Jose,261 ms
104.16.46.158,SJC,North America,San Jose,261 ms
104.27.199.30,SJC,North America,San Jose,261 ms
104.25.49.223,LAX,North America,Los Angeles,261 ms
104.21.41.175,SJC,North America,San Jose,261 ms
104.21.8.0,SJC,North America,San Jose,261 ms
104.18.141.227,SJC,North America,San Jose,261 ms
104.17.117.101,SJC,North America,San Jose,261 ms
104.16.138.246,SJC,North America,San Jose,261 ms
104.21.61.45,SJC,North America,San Jose,261 ms
104.18.71.147,SJC,North America,San Jose,261 ms
104.17.42.46,SJC,North America,San Jose,261 ms
104.18.80.79,SJC,North America,San Jose,261 ms
172.67.190.86,SJC,North America,San Jose,261 ms
104.18.172.19,SJC,North America,San Jose,261 ms
104.17.130.223,SJC,North America,San Jose,261 ms
104.21.12.109,SJC,North America,San Jose,261 ms
104.17.183.88,SJC,North America,San Jose,261 ms
172.67.228.67,SJC,North America,San Jose,262 ms
104.18.99.206,SJC,North America,San Jose,262 ms
104.19.146.65,SJC,North America,San Jose,262 ms
104.16.130.127,SJC,North America,San Jose,262 ms
104.25.63.17,LAX,North America,Los Angeles,262 ms
104.21.38.195,SJC,North America,San Jose,262 ms
104.16.27.5,SJC,North America,San Jose,262 ms
172.67.249.66,SJC,North America,San Jose,262 ms
